#,Hotel Name (English),Hotel Name (Arabic),City,License Number,Classification,Status,Hotel ID
2667,Company diafat alwisam almasi,شركة ضيافة الوسام الماسي,Makkah,10011669,Unclassified/Other,Active,292884
2668,Company Mazaya Roufan,شركة مزايا روفان,Makkah,10011668,Unclassified/Other,Active,292740
2669,muasasat miha badr bin huays aleutaybi lilmuqawala,مؤسسة مها بدر بن هويص العتيبي للمقاولات,Makkah,10011667,Unclassified/Other,Active,293998
2670,Fawaz Al-Dhahabi Serviced Apartments,شقق فواز الذهبي للشقق المخدومة,Makkah,10011666,Unclassified/Other,Active,295175
2671,MASHAEL ADNAN ALKISHAN Establishment Commercial,مؤسسة مشاعل عدنان الكيشان التجارية,Makkah,10011665,Unclassified/Other,Active,292476
2672,ay ar alalamiyya Company Ltd.,شركة أي ار العالمية المحدودة,Makkah,10012098,Unclassified/Other,Active,294635
2673,Kayan wa Saba Apartments For Serviced Apartments,شقق كيان و صبا للشقق المخدومة,Makkah,10012097,Unclassified/Other,Active,294335
2674,MANSOUR WASLALLAH AL THOBAITI Establishment,مؤسسة منصور وصل الله الثبيتي,Makkah,10012096,Unclassified/Other,Active,294775
2675,Establishment Commercial,مؤسسة مزنه حمد سعد الحربي التجارية,Makkah,10012095,Unclassified/Other,Active,298275
2676,abna omar said abood bafel Company Ltd.,شركة أبناء عمر سعيد عبود بافيل المحدودة,Makkah,10012103,Unclassified/Other,Active,294996
2677,Alfadila Establishment To operate hotels,مؤسسة الفضيلة لتشغيل الفنادق,Makkah,10012102,Unclassified/Other,Active,295635
2678,Abdullah Faisal Mahmudah Hostal,نزل عبدالله فيصل بن محمدحسين مهمده للضيافة السياحي,Makkah,10012101,Unclassified/Other,Active,294995
2679,Barakat Tabarak Hostel For tourist lodges,نزل بركات تبارك للنزل السياحيه,Makkah,10012100,Unclassified/Other,Active,296075
2680,MANSOUR WASLALLAH AL THOBAITI Establishment,مؤسسة منصور وصل الله الثبيتي,Makkah,10012099,Unclassified/Other,Active,294271
2681,arafat aldhahabiya Company,شركة عرفات الذهبية,Makkah,10012107,Unclassified/Other,Active,294257
2682,MAHMOUD NOOR JASSIM Establishment,مؤسسة محمود نور جاسم,Makkah,10011971,Unclassified/Other,Active,293937
2683,Fahad aljuaei charitable trust,وقف فهد الجوعي,Makkah,10011970,Unclassified/Other,Active,296035
2684,Sharifah Khadija Al-Tabatabi Endowment,وقف الشريفة خديجة محمد الطباطبي الوقفية,Makkah,10011969,Unclassified/Other,Active,298055
2685,ABDULRAHMAN ABDULRAHIM BAWZEER Establishment,مؤسسة عبدالرحمن بن عبدالرحيم باوزير,Makkah,10011968,Unclassified/Other,Active,295295
2686,Ahood Saeed Awad Alharithi Establishment,مؤسسة عهود سعيد عواض الحارثي للشقق الفندقية,Makkah,10011974,Unclassified/Other,Active,294455
2687,Group For operation and maintenance,مجموعة وليد محمد عزيزالرحمن عزيزالرحمن للتشغيل والصيانة,Makkah,10012069,Unclassified/Other,Active,294342
2688,taim in Company Ltd. sharikat shakhs wahid,شركة تايم إن المحدودة شركة شخص واحد,Makkah,10012068,Unclassified/Other,Active,294735
2689,Manaber Almahabbah Hotel Hotel,فندق منابر المحبة الفندقية,Makkah,10012067,Unclassified/Other,Active,294936
2690,Establishment For Hotel Services,مؤسسة تميز الصفوة للخدمات الفندقيه,Makkah,10012066,Unclassified/Other,Active,294274
2691,JAMAN JARAH ALZHRANI Hostel For tourist lodges,نزل جمعان بن جارالله الزهراني للنزل السياحيه,Makkah,10012289,Unclassified/Other,Active,297616
2692,Al Kamal Est For Architectural Contracting,مؤسسة الكمال للمقاولات المعمارية,Makkah,10012288,Unclassified/Other,Active,297315
2693,MANSOUR WASLALLAH AL THOBAITI Establishment,مؤسسة منصور وصل الله الثبيتي,Makkah,10012287,Unclassified/Other,Active,297495
2694,Samaya alhijaz,مؤسسة سمايا الحجاز للنقل البري,Makkah,10012285,Unclassified/Other,Active,298375
2695,tasnim Co,شركة تسنم للمقاولات العامة شركة شخص واحد,Makkah,10012284,Unclassified/Other,Active,297576
2696,RANA ISMAIL JOHARJI Establishment,مؤسسة رنا اسماعيل جوهرجى,Makkah,10012283,Unclassified/Other,Active,297195
2697,nazal hadiqat alruwz aithnan,فندق حديقة الروز الفندقية,Makkah,10012282,Unclassified/Other,Active,297595
2698,AHMAD ABDULFATTAH MOUSA Establishment,مؤسسة احمد عبدالفتاح موسى,Makkah,10012281,Unclassified/Other,Active,298155
2699,nur manazil alkaram Hotel Hotel,فندق نور منازل الكرام الفندقية,Makkah,10012280,Unclassified/Other,Active,299075
2700,Makarem Al-Nujoom Foundation for Operation and Mai,مؤسسة مكارم النجوم للتشغيل والصيانة,Makkah,10012279,Unclassified/Other,Active,297615
2701,Moro Company Global lilshqq walfanadiq sharikat sh,شركة مورو العالمية للشقق والفنادق شركة شخص واحد,Makkah,10011641,1-Star,Active,293976
2702,MEEZAB ALNUKHBA HOTEL,شركة ميزاب الفندقية شركة شخص واحد,Makkah,10011640,1-Star,Active,292190
2703,albuyut almasiya Company For Real Estate,شركة البيوت الماسية للعقارات,Makkah,10011639,Unclassified/Other,Active,292192
2704,Muwaffaq Abdulhai Muhammad Amira General Contracti,مؤسسة موفق بن عبدالحى بن محمد عميره للمقاولات العامة,Makkah,10011638,Unclassified/Other,Active,293675
2705,Mohammad Abdullah aljammaz Establishment Hotel,مؤسسة محمد عبدالله محمد الجماز الفندقية,Makkah,10011637,Unclassified/Other,Active,293504
2706,nasir Ghanyan Muhammad Alameeri Establishment Co,مؤسسة ناصر غنيان محمد العميرى التجارية,Makkah,10011636,Unclassified/Other,Active,292795
2707,Kurat alMashair Hotel Hotel,فندق كرة المشاعر الفندقية,Makkah,10011635,Unclassified/Other,Active,292592
2708,Afaq Al Salam Al Zahabi,شركة حياة الايمان للتشغيل والصيانة,Madina,10011634,1-Star,Active,292935
2709,Makarem AlMashaer Hotel Hotel,فندق مكارم المشاعر الفندقية,Makkah,10011633,Unclassified/Other,Active,292878
2710,AlAmana AlTaawuniya Company For Trading,شركة الأمانة التعاونية للتجارة,Madina,10011632,Unclassified/Other,Active,292350
2711,alajyal For Cars,معرض الاجيال للسيارات,Makkah,10012106,Unclassified/Other,Active,294272
2712,albina alasriyya Establishment For Contracting,مؤسسة البناء العصرية للمقاولات,Makkah,10012105,Unclassified/Other,Active,294336
2713,Naeema Khal Mohammed Mohammed Othman Bukhari Tradi,مؤسسة نعيمه خال محمد محمدعثمان بخاري للتجارة,Makkah,10012104,Unclassified/Other,Active,294656
2714,adam alkhayr Company Hotel,شركة ادم الخير الفندقية,Makkah,10012094,Unclassified/Other,Active,294262
2715,The endowments of Sharif Mansour bin Saleh Abu Riy,نزل أوقاف الشريف منصور بن صالح بن محمد أبو رياش للضيافة السياحي,Makkah,10012093,Unclassified/Other,Active,297656
2716,Munira Amr Al Jaid Hotel Management Company,مؤسسة منيره عمرو الجعيد لتشغيل الفنادق,Makkah,10012092,Unclassified/Other,Active,294596
2717,HASIN FAEZ ALLEHAIBI Hostel,نزل حاسن بن فائز اللهيبي للضيافة السياحي,Makkah,10012091,Unclassified/Other,Active,294575
2718,SULIMAN MOUSA HAMAD ALOLAYANRAY ZAKHIR,مؤسسة سليمان بن موسى بن حمد العليان,Makkah,10012090,1-Star,Active,295775
2719,Invictus Construction Company,شركة إنفيكتوس كونستراكشن,Makkah,10012089,Unclassified/Other,Active,294855
2720,HANE MESFER H ALQARASHI,مؤسسة هاني مسفر حسن القرشي للمقاولات المعمارية العامة,Makkah,10012088,Unclassified/Other,Active,294344
2721,aid abdalrahman alaid Awqaf,أوقاف عايد عبدالرحمن العايد,Makkah,10012065,Unclassified/Other,Active,299342
2722,aid abdalrahman alaid Awqaf,أوقاف عايد عبدالرحمن العايد,Makkah,10012064,Unclassified/Other,Active,299460
2723,SAAD AHMED DEMYATI Establishment For Housing,مؤسسة سعد أحمد دمياطي للاسكان,Makkah,10012063,Unclassified/Other,Active,299418
2724,makhayyam rafadah Company Ltd,شركة مخيم رفادة المحدودة شركة شخص واحد,Makkah,10012062,Unclassified/Other,Active,294357
2725,Raed Wan Hostel,نزل رائد وان,Madina,10012127,Unclassified/Other,Active,295895
2726,ALKAMAL EST,مؤسسة الكمال للمقاولات المعمارية,Makkah,10012126,Unclassified/Other,Active,297197
2727,almudhia almasiya Company Ltd.,شركة المضيئة الماسية المحدودة,Makkah,10012125,1-Star,Active,297055
2728,manasik albayt alhuda Hotel,فندق مناسك البيت الهُدى,Makkah,10012124,1-Star,Active,294895
2729,alHidayah alKubra Hotel 8,فندق الهداية الكبرى الفندقية,Makkah,10012123,Unclassified/Other,Active,296155
2730,alHidayah alKubra Hotel Hotel,فندق الهداية الكبرى الفندقية,Makkah,10012122,Unclassified/Other,Active,295077
2731,Company RAKAN ZAWIYE To manage tourist hospitality,شركة ركن الزاوية لإدارة مرافق الضيافة السياحية شخص واحد,Makkah,10009954,1-Star,Active,241231
2732,MANARAT GHAZA COMPANY,شركة منارات غزة لتشغيل الفنادق شخص واحد,Makkah,10008357,3-Star,Active,231970
2733,Swissotel Makkah,شركة أبراج ساره للاستثمار العقاري فندق مكةسويس اوتيل,Makkah,10007774,5-Star,Active,219937
2734,Snowd Hotel Company,شركة سنود الفندقية شركة مساهمة مقفلة,Makkah,10008031,1-Star,Active,239444
2735,Wirgan company for hotel services,شركة ورقان للضيافة,Makkah,10007011,4-Star,Active,290775
2736,Company DIAR AL AMARAT For Hotel Services,شركة ديار الامارات للخدمات الفندقيه,Makkah,10006900,1-Star,Active,288996
2737,ALASEELREFADA HOTEL,فندق الأصيل رفادة الفندقية,Makkah,10006893,1-Star,Active,218049
2738,SARY MARMARAH HOTEL COMPANY,شركةفندق ساري مرمرة الفندقية,Makkah,10007371,1-Star,Active,218490
2739,KHADER SAADI ALZAHRANI Establishment,مؤسسة خضر سعدي الزهراني,Makkah,10011630,Unclassified/Other,Active,292576
2740,Obaidullah al ahmamadi,مؤسسة عبيدالله بن عبدالله بن عطاالله الاحمدي,Makkah,10011664,Unclassified/Other,Active,294319
2741,EMAAR MILLION Company Ltd.,شركة إعمار مليون المحدودة,Makkah,10011663,Unclassified/Other,Active,292415
2742,MANSOUR WASLALLAH AL THOBAITI Establishment,مؤسسة منصور وصل الله الثبيتي,Makkah,10011662,Unclassified/Other,Active,293235
2743,ABDULLAH MOHAMMED ALQAHTANI Company,شركة عبدالله محمد القحطاني,Makkah,10011661,Unclassified/Other,Active,292876
2744,MOHAMMED ABDULLAH A ALBAQAMI Hostel,نزل محمد بن عبدالله بن عايض البقمي,Makkah,10011660,Unclassified/Other,Active,292775
2745,Fahd Abdulhadi Saad Alotaibi Establishment For,مؤسسة فهد عبدالهادي سعد العتيبي للمقاولات,Makkah,10011657,Unclassified/Other,Active,292456
2746,Diyafat Al Tamayuz Establishment For Furnished,مؤسسة ضيافة التميز للوحدات السكنية المفروشة,Makkah,10011655,Unclassified/Other,Active,292348
2747,Jamil Ahmed Mohamed Madani Serviced Apartments,شقق جميل احمد محمد مدني للشقق المخدومة,Makkah,10011654,Unclassified/Other,Active,292695
2748,Tabah Silver Towers Hotel,فندق أبراج طابة الفضي الفندقية,Madina,10007173,1-Star,Active,225028
2749,Wafadah Alzahraa Hotel,شركة وفادة الزهراء للخدمات الفندقيه,Madina,10007170,1-Star,Active,228597
2750,Jay Den Hotel Company,شركة جاي دن الفندقية,Madina,10006571,Unclassified/Other,Active,221991
2751,Assaafa Hotel,شركة السعفة للخدمات الفندقيه,Madina,10006554,Unclassified/Other,Active,235721
2752,PARK ALMADINA SERVICED APARTMENT,شقق بارك المدينة للشقق المخدومة,Madina,10006552,2-Star,Active,259435
2753,Hotel Zawaya almasia,فندق زوايا الماسية للايواء السياحي,Madina,10006547,1-Star,Active,235621
2754,Sewar Al Thahab serviced apartments,شقق سوار الذهب للشقق المخدومة,Madina,10006539,2-Star,Active,269065
2755,Emaar Elite,فندق اعمار اليت المدينة الفندقية,Madina,10006072,Unclassified/Other,Active,235781
2756,E hotel,فندق إيي الفندقية,Madina,10006522,Unclassified/Other,Active,242990
2757,Fakamat alaqama for serviced apartments,شقق فخامة الاقامة للشقق المخدومة,Madina,10007158,2-Star,Active,271795
2758,Safwat al Abrar Hotel For Tourist Accommodation,فندق صفوة الابرار للايواء السياحي,Makkah,10011236,Unclassified/Other,Active,291401
2759,Sama aljoury Hotel,فندق سما الجوري,Makkah,10011232,1-Star,Active,290319
2760,Hotel Number One,فندق رقم وان الفندقية,Makkah,10011231,1-Star,Active,290618
2761,ajwa alhatim Company Hotel,شركة أجواء الحطيم الفندقية,Makkah,10011230,Unclassified/Other,Active,291096
2762,karam alwifadah Establishment,مؤسسة كرم الوفادة,Makkah,10011307,Unclassified/Other,Active,291535
2763,Asila Al Andalus Hotel,شركة أصيلة الأندلس لتشغيل الفنادق,Makkah,10011306,1-Star,Active,290835
2764,SALEH ALI ALGHAMDI Hostel For tourist lodges,نزل صالح علي الغامدي للنزل السياحيه,Makkah,10011304,Unclassified/Other,Active,291155
2765,abna omar said abood bafel Company Ltd.,شركة أبناء عمر سعيد عبود بافيل المحدودة,Makkah,10011302,Unclassified/Other,Active,292835
2766,Khaled Abdo AlAssiri Company for Operati,شركة خالد عبده بن محمد العسيري للتشغيل والصيانة,Makkah,10011301,Unclassified/Other,Active,291178
2767,ASSAF SALEM ALQURASHI Establishment,مؤسسة عساف بن سالم القرشي,Makkah,10011568,Unclassified/Other,Active,291781
2768,awtad alfadhila Company,شركة اوتاد الفضيلة,Makkah,10011567,Unclassified/Other,Active,293146
2769,SALMAN MAYODH ALJIMAYEI Establishment,مؤسسة سلمان بن معيوض الجميعي,Makkah,10011566,Unclassified/Other,Active,291980
2770,Joud Al Khair Hotel,فندق جود الخير الفندقية,Makkah,10011565,Unclassified/Other,Active,291958
2771,KHALED MAHMOUD S QATTAN Establishment,مؤسسة خالد محمود صالح قطان,Makkah,10011564,Unclassified/Other,Active,294238
2772,EMAAR MILLION Company Ltd.,شركة إعمار مليون المحدودة,Makkah,10011563,Unclassified/Other,Active,292075
2773,sadeen aldhahabiya Company Ltd.,شركة سدين الذهبية المحدودة,Makkah,10011562,1-Star,Active,293883
2774,salih bin ghazi aldhufayri washarkah likhidmat huj,شركة صالح بن غازي الظفيري وشركاه لخدمة حجاج الداخل المحدودة,Makkah,10011560,Unclassified/Other,Active,292255
2775,sameer falas Company Ltd.,شركة سمير فلاس المحدودة,Makkah,10011559,Unclassified/Other,Active,293575
2776,Shadi Nafadi Establishment,مؤسسة شادي نفادي,Makkah,10011558,Unclassified/Other,Active,293782
2777,Ajyal Almadinah Hotel 1,اجيال المدينة الفندقية,Madina,10009378,1-Star,Active,235800
2778,Durrat Al Hamra Serviced Apartments,شقق درة الحمراء المخدومة,Madina,10009492,2-Star,Active,269778
